"","CERTIFY","APPROVE","SPECCERT","WOULDYOU","RECERT","SUBDISC","COLLEGE","EMPLOY","WORKENV","WORKACT","YEARSMEM"
"1665",4,4,5,4,4,"BE","P","E","A","E",19
"1666",2,3,1,2,2,"CM","P","E","I","R",7
"1667",2,2,5,4,2,"BA","P","E","A","R",12
"1668",1,2,1,3,2,"EN","P","E","A","E",9
"1669",2,2,2,2,1,"BI","P","R","A","R",47
"1670",5,5,5,4,2,"BA","P","E","A","R",8
"1671",1,1,2,5,1,"BE","P","R","A","E",29
"1672",5,4,5,2,5,"BA","P","E","A","R",47
"1673",5,5,5,1,5,"BI","M","E","G","R",12
"1674",1,1,1,2,1,"BP","M","E","I","P",23
"1675",4,5,2,3,3,"BI","M","E","","C",47
"1676",5,5,5,5,5,"CM","P","E","I","P",15
"1677",5,5,5,5,5,"BA","P","E","A","R",4
"1678",1,2,2,2,2,"BP","P","E","A","E",47
"1679",1,2,2,1,1,"BI","M","S","I","C",1
"1680",5,5,1,2,5,"BP","M","I","A","S",1
"1681",5,4,5,2,5,"BE","M","E","I","C",9
"1682",5,5,5,2,4,"BI","P","S","G","C",44
"1683",1,1,1,1,1,"BE","P","E","A","E",25
"1684",4,4,4,5,3,"CM","B","E","I","R",15
"1685",1,1,1,1,5,"BP","M","E","I","R",3
"1686",1,1,5,1,5,"SS","P","E","A","R",1
"1687",3,3,3,3,3,"BE","P","E","I","C",4
"1688",1,1,4,2,2,"BE","P","E","A","E",15
"1689",2,2,5,4,4,"CM","M","E","I","P",10
"1690",5,4,5,1,5,"PE","M","E","I","P",36
"1691",5,4,4,4,2,"BI","M","E","I","P",47
"1692",1,1,1,1,1,"QP","P","E","A","E",27
"1693",1,1,5,1,5,"PE","P","E","A","O",26
"1694",2,2,1,1,2,"BI","M","E","I","C",15
"1695",2,2,3,2,1,"BE","P","E","A","E",4
"1696",5,5,5,1,5,"PE","M","S","I","C",31
"1697",5,5,5,4,5,"CE","M","E","A","C",55
"1698",1,1,2,1,1,"QP","M","E","I","C",12
"1699",5,5,5,5,5,"BP","P","E","I","P",9
"1700",5,5,5,5,3,"CM","P","E","A","R",59
"1701",5,5,5,3,5,"QP","B","E","I","P",57
"1702",5,5,5,5,5,"PE","M","E","G","R",6
"1703",1,2,1,1,1,"CM","M","R","G","R",26
"1704",5,5,5,5,5,"PE","M","E","I","C",36
"1705",2,4,4,4,5,"QP","M","S","I","C",12
"1706",1,2,2,1,1,"QP","M","E","I","P",58
"1707",1,1,2,2,2,"BI","P","E","A","E",26
"1708",2,3,2,5,2,"SS","P","E","A","E",3
"1709",2,4,5,1,5,"BI","P","E","I","C",9
"1710",5,5,5,5,5,"SS","P","E","G","R",47
"1711",1,1,1,1,5,"BI","P","S","I","P",15
"1712",2,2,2,2,5,"BI","M","E","G","R",47
"1713",5,5,5,5,5,"BE","P","S","I","C",18
"1714",2,2,2,3,1,"","N","I","A","S",1
"1715",5,5,5,5,5,"BP","M","E","I","P",15
"1716",2,2,4,4,1,"BI","M","I","A","S",55
"1717",1,1,2,1,4,"BP","M","E","I","C",4
"1718",5,3,0,1,5,"BE","M","S","I","C",3
"1719",2,0,1,1,1,"SG","M","E","A","E",10
"1720",5,5,5,5,5,"BA","P","E","A","R",59
"1721",5,5,5,5,5,"BP","M","I","I","S",3
"1722",1,0,5,2,2,"SR","M","R","G","C",51
"1723",1,1,5,1,1,"QP","M","E","G","C",37
"1724",5,5,2,4,5,"BE","P","E","A","E",15
"1725",5,5,5,1,5,"SG","P","E","I","P",9
"1726",5,5,5,5,3,"","P","E","A","R",31
"1727",3,3,2,4,5,"CM","M","E","G","C",35
"1728",1,1,2,5,2,"BE","M","R","G","P",28
"1729",2,3,1,2,5,"SR","M","E","G","R",6
"1730",2,2,2,1,5,"GV","P","E","G","R",15
"1731",4,4,5,5,5,"MR","M","E","I","P",3
"1732",5,5,5,5,5,"GV","P","E","G","R",9
"1733",1,0,4,2,1,"GV","M","E","G","R",5
"1734",5,5,5,5,5,"BI","P","E","I","R",44
"1735",2,3,5,5,1,"BE","P","S","I","C",26
"1736",5,5,5,5,5,"SR","M","E","G","R",10
"1737",1,1,1,1,1,"BI","B","I","A","S",1
"1738",1,1,1,5,1,"SS","P","R","G","R",31
"1739",3,3,3,2,1,"SR","M","E","I","R",31
"1740",4,3,4,4,5,"SS","P","E","I","R",14
"1741",5,5,5,5,3,"BE","P","S","I","",9
"1742",2,3,2,2,2,"QP","M","E","G","P",3
"1743",1,3,4,2,2,"GV","P","E","I","R",1
"1744",5,5,5,5,5,"BI","M","E","G","R",8
"1745",2,2,5,2,5,"EN","P","E","I","R",36
"1746",2,4,5,2,5,"GV","P","E","G","P",26
"1747",5,5,5,4,5,"GV","M","E","G","P",15
"1748",1,2,2,1,2,"SS","P","E","I","C",7
"1749",2,3,2,5,5,"BE","P","R","G","C",53
"1750",3,4,5,4,3,"BE","M","E","G","P",8
"1751",5,5,5,5,5,"GV","B","E","G","P",15
"1752",5,5,5,5,5,"SS","P","E","I","C",14
"1753",5,5,3,5,1,"BE","M","E","A","R",58
"1754",5,5,5,5,5,"BE","P","E","G","R",4
"1755",1,1,1,1,1,"BP","P","E","I","P",3
"1756",5,5,5,4,5,"PE","P","E","A","E",55
"1757",1,1,1,1,1,"QP","M","E","I","P",11
"1758",1,1,4,1,2,"GV","P","E","G","C",15
"1759",1,1,3,1,2,"BI","P","S","I","C",17
"1760",5,5,5,5,5,"BE","P","E","A","E",59
"1761",5,5,5,2,5,"BP","M","E","I","P",36
"1762",5,4,2,5,2,"GV","P","S","A","R",58
"1763",1,1,1,1,1,"QP","N","I","A","S",3
"1764",5,5,5,2,5,"BP","M","E","I","P",19
"1765",5,5,5,3,3,"EN","M","E","I","P",16
"1766",5,4,5,1,2,"BI","M","E","A","R",57
"1767",2,4,4,3,4,"BE","M","S","I","R",28
"1768",2,3,1,2,2,"PE","P","E","A","E",4
"1769",1,1,5,1,2,"QP","M","E","A","R",58
"1770",5,3,0,5,3,"BI","P","E","A","R",22
"1771",1,1,2,1,1,"EN","M","I","A","S",14
"1772",1,3,2,1,1,"BI","P","E","G","C",15
"1773",5,5,5,5,1,"BI","P","S","I","P",15
"1774",5,5,5,2,5,"BP","M","E","I","R",5
"1775",2,2,3,1,2,"PE","P","E","G","P",10
"1776",4,4,2,2,1,"SR","M","E","I","P",58
"1777",2,2,2,2,4,"QP","M","E","I","P",25
"1778",5,5,1,3,5,"BI","P","E","I","C",25
"1779",1,1,1,1,5,"SS","M","E","A","R",14
"1780",5,5,5,5,5,"QP","P","E","I","C",5
"1781",5,5,5,5,5,"CM","M","E","G","P",17
"1782",1,1,0,5,1,"CM","M","R","A","R",48
"1783",2,4,3,2,4,"PE","M","E","I","C",25
"1784",5,4,5,2,5,"EN","M","E","G","P",12
"1785",2,2,1,2,5,"BP","M","E","I","R",47
"1786",3,2,4,1,3,"CE","P","E","I","R",47
"1787",5,5,5,5,5,"SS","P","E","A","R",9
"1788",4,5,5,4,3,"BE","P","E","I","P",33
"1789",2,2,3,1,4,"PE","M","E","I","R",36
"1790",5,5,3,5,3,"BI","P","E","A","C",15
"1791",1,2,5,1,2,"CM","B","I","A","S",2
"1792",2,2,5,1,5,"BE","P","U","","C",26
"1793",1,3,2,1,5,"BI","M","E","I","R",1
"1794",5,5,5,1,2,"BI","M","E","A","P",47
"1795",5,5,5,5,5,"BE","P","E","A","R",25
"1796",1,1,3,1,3,"SR","P","E","A","E",15
"1797",1,2,4,5,1,"QP","P","R","","",26
"1798",2,2,2,2,2,"BI","M","I","A","S",25
"1799",5,4,2,2,3,"","P","E","A","E",21
"1800",1,3,2,1,1,"BE","M","I","A","S",3
"1801",1,1,5,1,5,"TH","M","E","I","C",36
"1802",2,2,2,2,1,"BI","P","R","A","R",46
"1803",1,3,2,3,5,"BI","M","I","A","S",55
"1804",5,5,5,2,5,"BP","M","E","I","R",55
"1805",2,1,4,1,3,"BI","M","E","I","P",58
"1806",5,5,2,1,5,"BP","P","E","I","C",57
"1807",5,5,5,5,5,"GV","P","E","G","E",15
"1808",1,1,1,1,1,"EN","P","S","G","C",14
"1809",5,5,5,5,5,"QP","P","E","I","R",4
"1810",2,2,4,2,5,"SS","M","E","G","C",3
"1811",1,2,2,2,4,"BP","B","E","I","R",3
"1812",5,5,5,4,5,"BI","M","E","I","C",3
"1813",1,3,1,1,1,"QP","M","S","I","C",47
"1814",1,2,5,5,2,"CM","P","E","A","E",26
"1815",1,1,4,1,3,"BI","M","E","I","R",6
"1816",2,2,2,1,2,"BI","P","E","A","R",6
"1817",5,5,5,5,5,"BP","M","E","I","P",4
"1818",1,1,1,3,4,"CE","P","E","A","R",4
"1819",1,2,1,1,3,"QP","M","E","I","C",1
"1820",5,5,1,1,1,"BE","P","S","I","C",10
"1821",5,5,5,5,5,"","","","","",1
"1822",1,1,2,1,1,"CE","P","E","I","P",15
"1823",3,3,3,5,3,"BE","B","E","G","P",15
"1824",2,2,4,5,4,"SS","P","R","A","R",49
"1825",3,2,5,1,5,"BE","M","E","G","P",13
"1826",2,1,4,1,2,"EN","M","I","A","S",25
"1827",1,1,5,1,1,"BP","P","E","I","P",12
"1828",5,5,5,5,5,"PE","P","E","A","R",32
"1829",2,3,5,2,5,"EN","P","E","A","E",10
"1830",1,3,2,1,5,"PE","M","E","I","C",59
"1831",1,2,2,2,1,"SS","B","I","A","S",47
"1832",5,5,5,5,5,"BP","P","E","I","C",22
"1833",1,2,5,1,2,"BE","M","E","G","P",3
"1834",5,0,5,3,0,"BE","P","E","A","R",9
"1835",3,3,2,5,2,"BE","M","S","I","P",37
"1836",5,5,5,5,3,"BP","M","E","I","P",9
"1837",5,5,5,5,5,"BA","B","I","A","S",47
"1838",5,5,5,5,0,"BA","P","E","I","R",1
"1839",5,5,3,5,3,"","P","E","A","E",12
"1840",5,3,5,5,5,"BE","P","E","A","E",25
"1841",2,5,5,4,1,"BA","P","E","A","E",6
"1842",5,5,5,5,5,"","M","E","I","P",7
"1843",1,2,2,4,2,"PE","P","E","A","E",20
"1844",5,5,5,5,5,"BI","P","E","A","E",6
"1845",5,5,1,2,5,"SR","M","E","I","P",47
"1846",2,3,2,2,4,"BP","M","E","I","P",59
"1847",5,5,5,3,3,"BP","P","E","I","C",15
"1848",2,2,3,2,2,"BE","P","E","A","E",19
"1849",5,5,5,2,5,"BE","P","E","A","E",20
"1850",5,5,5,5,5,"CM","B","E","I","P",4
"1851",1,5,5,4,5,"BP","M","E","I","P",36
"1852",5,5,5,5,3,"BI","P","E","I","P",15
"1853",1,1,2,1,5,"BI","P","E","A","C",15
"1854",2,2,1,1,4,"BI","P","E","I","R",14
"1855",5,5,5,5,5,"BI","P","E","A","R",14
"1856",1,1,2,2,2,"PE","P","E","I","C",10
"1857",1,1,1,1,5,"PE","P","E","I","R",12
"1858",3,3,2,4,3,"PE","P","E","A","E",59
"1859",2,2,5,1,5,"BP","P","E","I","C",9
"1860",1,3,1,5,2,"SS","P","R","A","R",48
"1861",1,1,1,1,1,"BE","P","R","I","R",37
"1862",3,3,3,3,3,"BE","P","R","A","",48
"1863",2,4,5,2,1,"BP","P","E","I","P",6
"1864",5,5,5,5,5,"BP","P","E","I","R",20
"1865",1,1,2,1,2,"EN","M","E","G","R",3
"1866",1,4,1,2,5,"BP","P","E","I","P",4
"1867",5,5,5,5,5,"TH","P","E","A","E",15
"1868",5,5,5,5,5,"BE","P","E","A","R",16
"1869",5,4,5,2,5,"BA","P","E","A","R",11
"1870",2,2,5,2,5,"BE","P","E","A","R",25
"1871",1,2,4,2,1,"SR","P","E","G","P",3
"1872",2,3,1,2,5,"CM","P","E","A","R",1
"1873",5,4,4,3,1,"","M","I","","S",14
"1874",1,5,1,1,1,"BI","P","E","I","P",20
"1875",2,2,1,2,1,"QP","M","E","I","C",4
"1876",2,2,5,1,4,"BI","P","E","A","P",12
"1877",5,5,5,5,5,"SG","P","E","A","E",26
"1878",5,5,4,2,1,"BP","B","I","A","S",14
"1879",5,5,5,4,5,"CM","P","S","I","C",3
"1880",2,2,4,2,5,"PE","P","E","I","P",6
"1881",2,4,2,2,1,"BP","P","E","A","E",17
"1882",5,5,3,4,5,"","M","E","I","P",14
"1883",2,2,5,2,5,"PE","P","U","I","R",11
"1884",5,5,5,5,3,"BP","P","E","I","C",55
"1885",1,1,2,2,3,"BP","M","E","I","C",3
"1886",1,1,2,1,4,"BP","M","E","I","R",14
"1887",5,5,5,5,5,"TH","M","S","A","C",47
"1888",1,1,2,2,1,"PE","P","E","I","C",6
"1889",1,1,1,5,1,"BI","P","E","A","C",3
"1890",5,4,5,5,5,"BE","P","E","A","E",47
"1891",5,5,5,1,5,"BI","M","E","I","R",55
"1892",4,3,5,2,5,"BP","B","E","I","R",55
"1893",1,1,3,1,2,"PE","P","E","I","P",19
"1894",2,5,2,5,5,"BP","M","E","I","P",10
"1895",4,4,5,2,2,"BE","P","E","A","E",6
"1896",1,2,2,1,4,"","M","S","","R",36
"1897",2,2,1,2,1,"BP","P","E","I","P",20
"1898",2,2,3,5,5,"BE","P","S","I","P",3
"1899",3,3,3,3,3,"BE","M","E","I","R",1
"1900",4,4,2,2,5,"BP","B","E","I","P",14
"1901",1,3,1,2,4,"CM","M","E","G","R",6
"1902",1,2,3,5,2,"SS","P","E","A","E",1
"1903",5,5,5,5,5,"CM","P","E","A","R",47
"1904",1,1,5,3,3,"BP","P","E","A","P",15
"1905",1,3,3,1,5,"BP","M","E","I","P",55
"1906",1,1,1,1,1,"BP","M","E","I","P",4
"1907",1,2,2,2,2,"BE","M","E","I","C",14
"1908",1,1,5,5,5,"BE","P","E","A","E",14
"1909",1,1,1,1,1,"BE","P","E","A","R",58
"1910",3,3,2,3,2,"BI","P","E","A","E",3
"1911",2,3,4,3,4,"","P","E","A","E",9
"1912",5,5,5,3,3,"SR","P","E","G","P",9
"1913",1,1,2,1,2,"SR","P","E","A","E",9
"1914",5,5,5,5,3,"GV","M","E","G","P",16
"1915",5,5,5,5,5,"GV","P","E","G","C",47
"1916",5,5,5,5,5,"SR","P","E","G","R",14
"1917",2,2,5,5,1,"PE","P","E","A","R",17
"1918",1,2,1,1,1,"BA","P","E","A","E",9
"1919",5,5,5,5,5,"BI","M","I","A","S",55
"1920",2,1,4,1,5,"SR","M","E","G","R",57
"1921",1,1,4,1,1,"QP","P","E","A","E",8
"1922",5,5,5,2,5,"PE","M","E","I","P",7
"1923",2,4,4,4,5,"BA","P","E","A","E",4
"1924",5,5,3,5,5,"CM","M","E","A","R",36
"1925",2,2,4,1,4,"BI","M","E","G","P",14
"1926",4,5,4,4,5,"BI","M","E","A","R",4
"1927",4,3,4,4,5,"","B","I","A","S",14
"1928",5,0,5,5,0,"PE","P","E","A","R",12
"1929",3,3,5,1,3,"BE","P","E","A","R",15
"1930",2,3,1,1,2,"CM","P","E","A","R",55
"1931",2,1,5,4,5,"BE","P","E","I","R",14
"1932",1,2,5,1,4,"","M","I","A","S",25
"1933",5,5,1,2,5,"BP","M","E","A","R",9
"1934",5,3,5,2,5,"CM","M","E","I","C",14
"1935",2,5,2,3,5,"BI","P","E","A","R",8
"1936",2,2,5,1,1,"PE","P","E","I","C",6
"1937",1,2,2,2,2,"BI","P","E","A","R",20
"1938",2,2,2,1,2,"BI","P","E","A","R",9
"1939",2,2,3,4,2,"BE","P","E","G","R",36
"1940",2,0,2,5,3,"QP","P","E","I","C",15
"1941",2,2,2,2,1,"BI","M","E","A","C",36
"1942",4,4,3,2,2,"","P","E","A","E",57
"1943",1,1,2,4,2,"SS","M","E","I","P",7
"1944",1,1,2,1,1,"QP","M","E","A","C",9
"1945",5,5,5,2,1,"QP","M","S","I","C",20
"1946",5,5,5,1,5,"BE","P","E","A","R",4
"1947",5,4,5,5,3,"TH","P","E","A","R",3
"1948",1,2,2,2,2,"","P","E","A","R",10
"1949",5,3,5,2,5,"MR","M","E","I","C",14
"1950",5,5,2,5,1,"SR","B","E","A","E",47
"1951",1,1,1,1,2,"TH","P","E","A","R",17
"1952",5,4,2,4,1,"BI","P","E","A","R",55
"1953",3,2,5,1,5,"BE","P","E","A","R",36
"1954",2,2,3,1,5,"SS","M","S","G","C",14
"1955",1,5,3,1,5,"","P","E","A","E",32
"1956",2,5,4,1,2,"SR","P","E","A","E",8
"1957",1,3,2,2,4,"BE","P","E","I","P",4
"1958",5,5,5,5,3,"GV","M","E","G","P",55
"1959",5,5,5,5,5,"SS","M","E","A","R",3
"1960",5,5,5,5,3,"SR","P","E","G","R",17
"1961",2,0,4,2,3,"SS","P","E","A","R",9
"1962",4,4,5,2,3,"QP","P","E","I","C",6
"1963",1,2,3,1,3,"SS","B","E","I","R",31
"1964",1,0,5,5,2,"BI","P","E","A","R",28
"1965",1,1,2,1,1,"BP","P","E","A","R",9
"1966",2,2,4,1,2,"SG","P","E","A","R",6
"1967",2,2,2,1,3,"BI","M","I","A","S",58
"1968",5,5,5,2,5,"CE","M","E","I","C",47
"1969",1,2,3,1,1,"BI","P","E","A","E",15
"1970",5,5,5,5,5,"PE","P","E","I","P",4
"1971",5,5,1,5,1,"BI","P","E","I","C",5
"1972",2,3,2,2,4,"CM","P","E","A","R",47
"1973",1,3,5,1,1,"SR","P","E","A","E",6
"1974",1,2,2,2,1,"GV","M","E","G","P",36
"1975",2,3,3,2,3,"","P","E","A","E",4
"1976",2,0,4,1,5,"SS","P","S","I","C",8
"1977",5,5,5,1,5,"QP","M","E","I","C",47
"1978",5,5,5,2,5,"BP","M","E","I","R",25
"1979",4,4,5,3,5,"PE","P","E","G","C",3
"1980",1,1,2,1,1,"GV","M","E","G","P",36
"1981",3,5,5,4,3,"BP","M","E","I","P",57
"1982",5,5,5,1,3,"","","","","",21
"1983",1,2,2,1,1,"BE","P","E","I","P",6
"1984",1,1,2,3,5,"BE","P","E","I","C",4
"1985",1,2,2,2,2,"CM","M","E","I","P",10
"1986",1,1,3,1,2,"SR","P","E","A","E",26
"1987",2,4,2,2,5,"SR","M","S","I","C",14
"1988",5,5,5,1,1,"BI","P","E","A","R",1
"1989",4,4,4,2,4,"BI","P","E","A","P",55
"1990",5,5,5,5,5,"CM","P","E","A","E",55
"1991",1,1,3,1,1,"QP","P","E","A","R",6
"1992",2,3,2,2,3,"BE","B","R","","C",3
"1993",2,3,1,3,5,"EN","P","E","A","E",4
"1994",1,1,2,1,1,"","P","E","I","C",55
"1995",2,5,5,4,2,"PE","P","E","A","E",19
"1996",1,3,1,3,0,"BI","P","E","A","R",55
"1997",1,1,5,1,4,"BI","P","E","A","R",15
"1998",5,4,5,2,5,"BI","M","E","I","P",16
"1999",4,5,4,4,3,"EN","P","E","I","C",11
"2000",1,1,0,5,1,"EN","M","I","A","S",1
"2001",1,1,2,4,1,"SR","P","E","A","E",47
"2002",1,1,2,1,1,"QP","M","E","I","P",55
"2003",2,3,1,1,3,"EN","B","I","A","S",14
"2004",5,4,3,1,2,"BP","M","E","I","C",25
"2005",5,5,5,5,5,"TH","M","E","A","E",55
"2006",4,4,3,4,3,"CE","M","E","A","C",58
"2007",5,5,5,4,5,"BE","P","E","A","E",15
"2008",5,5,5,5,0,"","P","E","A","R",12
"2009",2,2,2,2,2,"QP","B","E","I","P",25
"2010",2,3,3,2,5,"BI","P","E","A","R",10
"2011",1,1,5,1,3,"BP","P","E","A","R",15
"2012",5,5,5,2,5,"BP","M","I","A","S",55
"2013",5,4,3,2,5,"BE","P","E","I","P",14
"2014",5,5,5,5,5,"CE","P","E","A","E",19
"2015",2,2,2,5,3,"BI","P","E","A","E",12
"2016",5,5,5,4,0,"TH","P","E","A","",59
"2017",5,5,5,5,5,"CM","P","E","A","E",20
"2018",2,2,5,1,4,"BP","M","E","I","C",14
"2019",1,1,5,1,5,"CM","P","E","I","R",17
"2020",1,5,2,2,1,"BP","P","E","I","P",47
"2021",4,5,5,2,5,"BP","P","E","I","P",55
"2022",1,1,1,1,1,"CE","P","E","A","E",19
"2023",1,1,2,1,2,"QP","M","S","I","C",4
"2024",1,1,1,1,1,"BE","B","E","I","C",14
"2025",4,2,1,4,5,"BI","P","E","G","P",9
"2026",1,2,3,1,5,"EN","P","E","A","E",7
"2027",0,0,0,0,0,"","P","E","A","E",1
"2028",5,5,5,1,5,"PE","P","E","I","C",15
"2029",5,5,5,1,1,"BA","P","E","A","R",6
"2030",1,1,1,2,5,"BI","P","E","I","C",12
"2031",3,3,5,4,3,"EN","P","E","A","R",15
"2032",1,1,5,1,2,"PE","P","E","A","E",23
"2033",5,5,5,5,5,"BI","P","E","A","R",34
"2034",2,2,5,1,2,"BI","P","E","A","R",47
"2035",2,0,4,5,2,"GV","P","E","G","R",26
"2036",4,4,5,2,4,"QP","P","S","I","P",3
"2037",5,5,5,5,3,"PE","M","E","G","P",17
"2038",5,5,5,5,5,"BI","P","R","I","C",43
"2039",1,2,2,1,5,"BI","M","E","A","R",3
"2040",2,2,5,4,3,"PE","P","S","A","C",25
"2041",5,5,4,2,1,"BE","P","E","A","R",7
"2042",3,3,2,1,5,"SR","M","I","I","S",3
"2043",5,5,5,5,1,"PE","M","E","I","C",15
"2044",5,5,5,5,5,"BI","P","E","A","E",9
"2045",2,1,4,1,1,"SS","P","E","G","R",9
"2046",1,2,5,1,5,"EN","P","E","A","E",59
"2047",1,1,2,1,2,"BP","P","E","I","R",17
"2048",5,5,5,5,2,"SR","P","E","I","R",4
"2049",3,5,5,5,5,"MR","N","S","I","C",14
"2050",5,5,5,5,0,"CM","M","E","G","C",12
"2051",2,2,5,4,5,"PE","P","E","A","E",36
"2052",5,4,5,1,2,"BE","P","E","I","R",55
"2053",2,2,2,2,2,"CM","P","E","G","P",33
"2054",1,3,3,5,1,"PE","P","R","A","R",15
"2055",1,1,1,1,1,"QP","M","E","I","C",23
"2056",5,5,5,5,5,"SS","P","E","A","R",14
"2057",3,3,3,1,5,"SR","P","E","A","E",3
"2058",1,1,1,1,1,"EN","P","E","I","C",36
"2059",5,4,5,2,5,"BE","P","E","I","C",15
"2060",5,5,5,5,5,"BA","P","E","A","R",26
"2061",5,5,5,5,5,"TH","P","E","A","R",59
"2062",1,2,1,1,5,"CM","P","E","A","R",15
"2063",2,2,2,1,2,"MR","M","E","I","P",14
"2064",2,2,1,5,5,"PE","P","R","I","C",31
"2065",5,5,5,5,0,"SR","P","E","A","E",6
"2066",1,2,1,1,3,"BI","P","E","G","P",16
"2067",1,2,5,1,1,"BI","P","E","A","E",17
"2068",5,5,5,5,5,"BI","P","E","I","R",7
"2069",2,2,1,1,4,"EN","M","E","A","R",14
"2070",5,5,5,5,3,"","P","E","A","E",20
"2071",4,3,4,4,1,"GV","B","E","G","P",15
"2072",1,2,5,2,2,"BP","M","E","A","R",1
"2073",1,2,4,2,2,"CM","P","E","A","E",9
"2074",5,4,5,5,3,"BE","P","E","A","E",58
"2075",2,2,2,1,2,"SG","P","E","A","R",4
"2076",5,5,5,5,2,"PE","P","E","I","R",31
"2077",1,2,2,2,4,"BE","M","U","I","P",3
"2078",5,5,5,4,2,"BP","M","E","I","C",59
"2079",1,1,1,2,5,"TH","P","E","A","E",3
"2080",2,5,5,2,5,"BA","P","E","I","C",14
"2081",1,2,1,1,2,"SR","M","E","I","P",1
"2082",1,2,1,1,2,"GV","M","U","G","C",5
"2083",5,5,5,1,2,"QP","M","E","I","P",15
"2084",5,5,5,2,5,"QP","M","E","I","P",16
"2085",5,2,5,2,5,"SR","P","E","A","E",26
"2086",2,2,4,2,2,"CE","M","E","I","C",4
"2087",4,4,5,4,3,"BA","P","E","A","R",58
"2088",3,3,5,1,1,"BI","P","E","A","R",14
"2089",5,5,5,5,1,"","P","E","A","E",14
"2090",5,5,5,4,5,"BI","P","E","I","R",9
"2091",1,1,5,1,1,"QP","P","E","I","C",26
"2092",5,4,3,3,5,"BP","P","E","I","R",4
"2093",5,0,2,3,3,"","P","I","A","S",1
"2094",5,5,5,4,5,"GV","M","E","G","P",25
"2095",3,3,4,3,5,"PE","M","E","I","P",15
"2096",2,2,2,1,5,"BI","M","E","G","P",14
"2097",1,2,1,1,5,"CM","N","E","I","P",14
"2098",2,4,5,2,5,"QP","M","S","I","C",3
"2099",1,2,1,1,1,"CE","M","E","I","E",25
"2100",5,5,5,4,5,"BI","P","E","G","C",47
"2101",1,3,5,2,1,"BE","N","E","I","P",3
"2102",1,1,1,1,1,"CM","M","E","G","C",15
"2103",5,5,5,5,5,"EN","M","E","G","P",36
"2104",2,2,4,4,3,"BE","P","E","A","E",37
"2105",3,2,5,5,5,"BI","P","E","A","R",17
"2106",1,2,4,2,5,"BI","P","E","G","R",5
"2107",3,3,3,2,5,"SS","P","E","A","R",3
"2108",1,1,2,1,2,"CM","M","E","G","E",15
"2109",5,5,5,5,5,"GV","M","E","I","C",59
"2110",3,3,3,1,2,"GV","P","E","G","R",9
"2111",5,5,3,1,5,"BI","P","E","G","P",8
"2112",5,5,5,5,5,"BE","P","E","G","R",15
"2113",3,3,2,2,2,"TH","P","E","A","E",3
"2114",1,3,1,2,2,"BI","P","E","I","R",3
"2115",2,3,4,2,5,"CE","M","S","","C",15
"2116",2,2,2,1,2,"BI","P","E","A","C",22
"2117",2,3,2,2,2,"","P","E","G","R",15
"2118",5,5,5,3,5,"BI","P","E","A","C",55
"2119",5,5,5,2,3,"EN","M","I","A","S",36
"2120",5,5,5,1,1,"BI","M","E","I","R",15
"2121",5,5,5,5,5,"BI","P","E","I","C",18
"2122",4,4,3,4,3,"BA","P","E","A","E",58
"2123",2,5,4,2,5,"BI","M","E","I","P",4
"2124",1,5,1,4,5,"SS","P","E","A","E",15
"2125",2,3,3,2,2,"QP","B","E","I","C",18
"2126",4,5,5,5,2,"EN","P","E","I","C",14
"2127",5,5,5,5,5,"SR","M","E","I","R",9
"2128",4,5,5,4,1,"SS","P","E","G","R",5
"2129",1,1,3,1,5,"SR","P","E","A","E",4
"2130",5,5,4,4,5,"","P","E","A","R",21
"2131",5,5,5,5,1,"BI","P","E","A","R",25
"2132",1,1,5,5,5,"BI","P","E","A","R",47
"2133",1,1,2,1,3,"BI","P","E","A","R",20
"2134",1,1,0,2,5,"BI","P","E","A","E",58
"2135",5,0,5,1,5,"BI","M","E","G","P",14
"2136",5,5,5,5,3,"SR","M","E","I","C",55
"2137",3,3,5,3,5,"BI","P","E","A","E",16
"2138",1,3,2,2,1,"CM","P","E","A","R",47
"2139",4,3,2,1,2,"BI","B","I","A","S",3
"2140",5,5,5,5,5,"BI","P","E","A","E",10
"2141",5,5,5,2,5,"BA","P","E","A","E",14
"2142",1,1,2,2,2,"CE","P","E","I","R",15
"2143",3,3,3,1,4,"BP","P","E","I","P",1
"2144",5,5,5,5,5,"BP","M","E","I","C",14
"2145",2,1,5,5,2,"TH","P","R","A","E",37
"2146",5,5,5,3,5,"SR","M","E","G","P",15
"2147",5,4,5,5,3,"SS","P","E","A","E",3
"2148",2,4,3,2,4,"CM","M","E","A","E",25
"2149",1,2,5,1,2,"QP","M","U","I","C",47
"2150",1,2,2,2,3,"PE","B","I","A","R",3
"2151",5,5,5,5,5,"SG","M","E","A","R",15
"2152",1,1,2,1,1,"BE","P","E","A","R",57
"2153",3,3,3,5,3,"SS","P","U","A","E",1
"2154",1,2,1,1,2,"BP","B","S","I","C",26
"2155",5,5,5,3,1,"CM","P","E","A","E",17
"2156",5,5,5,5,3,"","P","R","A","E",14
"2157",5,5,5,5,5,"CM","P","E","A","E",4
"2158",5,5,5,5,5,"SS","P","E","A","R",15
"2159",5,5,5,4,5,"BI","P","E","A","R",9
"2160",5,5,2,5,5,"SR","M","E","G","R",9
"2161",2,2,4,2,4,"QP","M","E","I","P",58
"2162",5,5,5,5,5,"SR","P","E","G","R",19
"2163",4,5,4,4,5,"","P","E","A","E",36
