"SurveyResponseID","AnswerNumber","AmenityType","EnvPracticeRating"
3185629,144,"Activity and attractions","Ahead of most other places"
3185629,145,"Visitor transport","Ahead of most other places"
3185571,148,"Visitor transport","Ahead of most other places"
3185845,158,"Visitor transport","About average"
3185658,138,"Activity and attractions","Behind most other places"
3185575,147,"Activity and attractions","About average"
3185658,137,"Commercial accommodation","Ahead of most other places"
3185633,152,"Commercial accommodation","Ahead of most other places"
3185629,146,"Public infrastructure","Ahead of most other places"
3185633,155,"Public infrastructure","About average"
3185861,150,"Visitor transport","About average"
3185845,157,"Activity and attractions","Behind most other places"
3185658,140,"Public infrastructure","Don't know"
3185845,160,"Overall environmental management","Amongst the best in the world"
3185571,147,"Activity and attractions","Ahead of most other places"
3185629,147,"Overall environmental management","Amongst the best in the world"
3185861,149,"Activity and attractions","Amongst the best in the world"
3185662,134,"Commercial accommodation","Ahead of most other places"
3185571,150,"Overall environmental management","Ahead of most other places"
3185658,141,"Overall environmental management","Ahead of most other places"
3185633,154,"Visitor transport","Ahead of most other places"
3185642,129,"Activity and attractions","Amongst the best in the world"
3185557,149,"Activity and attractions","Ahead of most other places"
3185557,152,"Overall environmental management","Ahead of most other places"
3185658,139,"Visitor transport","Ahead of most other places"
3185571,149,"Public infrastructure","Don't know"
3185662,135,"Activity and attractions","Ahead of most other places"
3185633,153,"Activity and attractions","Amongst the best in the world"
3185571,146,"Commercial accommodation","Behind most other places"
3185637,159,"Activity and attractions","Ahead of most other places"
3185865,152,"Activity and attractions","Ahead of most other places"
3185579,152,"Activity and attractions","About average"
3185637,158,"Commercial accommodation","Amongst the best in the world"
3185670,138,"Activity and attractions","Amongst the best in the world"
3185861,148,"Commercial accommodation","About average"
3185670,137,"Commercial accommodation","Behind most other places"
3185575,150,"Overall environmental management","Ahead of most other places"
3185575,146,"Commercial accommodation","Ahead of most other places"
3185633,156,"Overall environmental management","Ahead of most other places"
3185670,141,"Overall environmental management","Amongst the best in the world"
3185865,151,"Commercial accommodation","Ahead of most other places"
3185587,151,"Activity and attractions","Ahead of most other places"
3185861,152,"Overall environmental management","Ahead of most other places"
3185861,151,"Public infrastructure","About average"
3185662,137,"Public infrastructure","Amongst the best in the world"
3185575,149,"Public infrastructure","About average"
3185637,160,"Visitor transport","Ahead of most other places"
3185670,139,"Visitor transport","About average"
3185662,136,"Visitor transport","Ahead of most other places"
3185579,155,"Overall environmental management","Amongst the best in the world"
3185579,153,"Visitor transport","Don't know"
3185637,161,"Public infrastructure","About average"
3185579,151,"Commercial accommodation","Don't know"
3185583,164,"Activity and attractions","About average"
3185865,153,"Visitor transport","Don't know"
3185641,156,"Commercial accommodation","About average"
3185869,133,"Activity and attractions","Ahead of most other places"
3185575,148,"Visitor transport","About average"
3185662,138,"Overall environmental management","About average"
3185670,140,"Public infrastructure","Behind most other places"
3185637,162,"Overall environmental management","About average"
3185579,154,"Public infrastructure","Ahead of most other places"
3185873,149,"Activity and attractions","About average"
3185674,174,"Activity and attractions","Amongst the best in the world"
3185865,154,"Public infrastructure","Behind most other places"
3185583,163,"Commercial accommodation","Ahead of most other places"
3185869,134,"Visitor transport","About average"
3185865,155,"Overall environmental management","Ahead of most other places"
3185869,132,"Commercial accommodation","Ahead of most other places"
3185869,135,"Public infrastructure","Ahead of most other places"
3185674,173,"Commercial accommodation","About average"
3185583,166,"Public infrastructure","About average"
3185641,158,"Visitor transport","Amongst the best in the world"
3185877,182,"Commercial accommodation","Ahead of most other places"
3185649,145,"Commercial accommodation","About average"
3185674,176,"Public infrastructure","Ahead of most other places"
3185587,154,"Overall environmental management","About average"
3185641,160,"Overall environmental management","Ahead of most other places"
3185649,149,"Overall environmental management","About average"
3185641,157,"Activity and attractions","Ahead of most other places"
3185873,148,"Commercial accommodation","Ahead of most other places"
3185583,165,"Visitor transport","Don't know"
3185869,136,"Overall environmental management","Ahead of most other places"
3185587,152,"Visitor transport","Ahead of most other places"
3185674,175,"Visitor transport","Amongst the best in the world"
3185686,150,"Commercial accommodation","About average"
3185587,150,"Commercial accommodation","Behind most other places"
3185873,151,"Public infrastructure","Don't know"
3185686,151,"Activity and attractions","Don't know"
3185603,151,"Activity and attractions","About average"
3185877,183,"Activity and attractions","About average"
3185583,167,"Overall environmental management","Amongst the best in the world"
3185649,146,"Activity and attractions","Amongst the best in the world"
3185873,150,"Visitor transport","Don't know"
3185587,153,"Public infrastructure","Don't know"
3185674,177,"Overall environmental management","Behind most other places"
3185641,159,"Public infrastructure","Ahead of most other places"
3185686,152,"Visitor transport","About average"
3185649,148,"Public infrastructure","Ahead of most other places"
3185881,158,"Activity and attractions","Ahead of most other places"
3185877,184,"Visitor transport","Ahead of most other places"
3185686,154,"Overall environmental management","About average"
