"SurveyResponseID","AnswerNumber","TravelledWith"
3186862,45,"My husband, wife or partner"
3186862,46,"Other person(s)"
3186863,50,"My husband, wife or partner"
3186864,37,"My husband, wife or partner"
3186865,36,"My husband, wife or partner"
3186865,37,"Other person(s)"
3186866,37,"My husband, wife or partner"
3186867,42,"My husband, wife or partner"
3186868,37,"My husband, wife or partner"
3186869,37,"Child/children aged 15 or older"
3186870,40,"My husband, wife or partner"
3186871,43,"My husband, wife or partner"
3186874,36,"Other person(s)"
3186875,44,"Other person(s)"
3186876,37,"My husband, wife or partner"
3186877,40,"Other person(s)"
3186880,46,"Other person(s)"
3186881,40,"My husband, wife or partner"
3186882,52,"My husband, wife or partner"
3186883,53,"Other family / relative(s)"
3186884,41,"Other person(s)"
3186887,50,"My husband, wife or partner"
3186887,51,"Child/children aged 15 or older"
3186889,52,"My husband, wife or partner"
3186890,46,"Other person(s)"
3186891,50,"My husband, wife or partner"
3186891,51,"Child/children aged 15 or older"
3186893,42,"Other person(s)"
3186894,36,"My husband, wife or partner"
3186895,38,"Other family / relative(s)"
3186896,40,"My husband, wife or partner"
3186897,56,"My husband, wife or partner"
3186899,50,"Other family / relative(s)"
3186899,51,"Other person(s)"
3186900,40,"My husband, wife or partner"
3186900,41,"Child/children aged under 15"
3186903,48,"My husband, wife or partner"
3186905,46,"Other person(s)"
3186906,39,"Other family / relative(s)"
3186906,40,"Other person(s)"
3186907,49,"My husband, wife or partner"
3186907,50,"Other person(s)"
3186908,42,"My husband, wife or partner"
3186909,42,"Other person(s)"
3186910,39,"My husband, wife or partner"
3186911,49,"My husband, wife or partner"
3186912,42,"My husband, wife or partner"
3186912,43,"Other person(s)"
3186913,51,"My husband, wife or partner"
3186914,45,"My husband, wife or partner"
3186915,37,"My husband, wife or partner"
3186915,38,"Child/children aged under 15"
3186916,47,"My husband, wife or partner"
3186917,39,"Child/children aged 15 or older"
3186918,43,"My husband, wife or partner"
3186919,44,"My husband, wife or partner"
3186921,40,"Other person(s)"
3186922,39,"Other person(s)"
3186923,41,"My husband, wife or partner"
3186924,37,"Other person(s)"
3186926,48,"My husband, wife or partner"
3186926,49,"Child/children aged under 15"
3186926,50,"Other family / relative(s)"
3186928,49,"Other person(s)"
3186929,37,"My husband, wife or partner"
3186930,51,"My husband, wife or partner"
3186931,46,"Other person(s)"
3186934,47,"My husband, wife or partner"
3186934,48,"Child/children aged 15 or older"
3186937,43,"My husband, wife or partner"
3186938,41,"Other person(s)"
3186939,36,"My husband, wife or partner"
3186939,37,"Child/children aged 15 or older"
3186941,36,"Other person(s)"
3186942,42,"Other family / relative(s)"
3186943,39,"My husband, wife or partner"
3186944,53,"My husband, wife or partner"
3186946,42,"Other person(s)"
3186947,41,"Other family / relative(s)"
3186947,42,"Other person(s)"
3186948,47,"My husband, wife or partner"
3186948,48,"Child/children aged under 15"
3186949,45,"Other family / relative(s)"
3186949,46,"Other person(s)"
3186950,43,"My husband, wife or partner"
3186951,49,"My husband, wife or partner"
3186952,38,"Other person(s)"
3186953,46,"My husband, wife or partner"
3186955,41,"My husband, wife or partner"
3186955,42,"Child/children aged 15 or older"
3186957,37,"Child/children aged 15 or older"
3186958,36,"Other family / relative(s)"
3186959,45,"My husband, wife or partner"
3186961,38,"Other person(s)"
3186962,39,"My husband, wife or partner"
3186963,40,"Other person(s)"
3186964,37,"Other family / relative(s)"
3186966,39,"Other person(s)"
3186967,40,"My husband, wife or partner"
3186967,41,"Child/children aged under 15"
3186968,40,"Other family / relative(s)"
3186969,38,"My husband, wife or partner"
3186970,38,"My husband, wife or partner"
3186970,39,"Child/children aged under 15"
3186971,39,"My husband, wife or partner"
3186973,38,"My husband, wife or partner"
3186975,41,"Other person(s)"
3186976,39,"My husband, wife or partner"
3186977,39,"My husband, wife or partner"
3186978,36,"My husband, wife or partner"
3186979,41,"Other family / relative(s)"
3186980,48,"My husband, wife or partner"
3186982,38,"Other person(s)"
3186983,40,"My husband, wife or partner"
3186983,41,"Other family / relative(s)"
3186984,39,"My husband, wife or partner"
3186985,42,"Other person(s)"
3186987,40,"My husband, wife or partner"
3186989,38,"Other person(s)"
3186990,38,"Other person(s)"
3186991,39,"My husband, wife or partner"
3186992,43,"My husband, wife or partner"
3186993,39,"Other family / relative(s)"
3186994,38,"My husband, wife or partner"
3186995,40,"Other person(s)"
3186996,42,"Other person(s)"
3186997,39,"My husband, wife or partner"
3186997,40,"Child/children aged 15 or older"
3186998,39,"My husband, wife or partner"
3186999,40,"Other person(s)"
3187000,38,"Other family / relative(s)"
3187001,39,"My husband, wife or partner"
3187002,42,"My husband, wife or partner"
3187003,37,"Other family / relative(s)"
3187004,40,"Other person(s)"
3187005,43,"My husband, wife or partner"
3187005,44,"Other family / relative(s)"
3187007,43,"My husband, wife or partner"
3187008,37,"Child/children aged under 15"
3187009,38,"My husband, wife or partner"
3187010,38,"My husband, wife or partner"
3187011,38,"My husband, wife or partner"
3187012,38,"My husband, wife or partner"
3187013,40,"Other family / relative(s)"
3187014,37,"My husband, wife or partner"
3187015,41,"My husband, wife or partner"
3187015,42,"Child/children aged 15 or older"
3187016,40,"My husband, wife or partner"
3187018,38,"My husband, wife or partner"
3187018,39,"Other family / relative(s)"
3187019,38,"My husband, wife or partner"
3187020,40,"My husband, wife or partner"
3187021,41,"Other person(s)"
3187022,41,"Other family / relative(s)"
3187023,39,"Other person(s)"
3187025,39,"Other person(s)"
3187026,42,"Other person(s)"
3187027,39,"Other family / relative(s)"
3187028,40,"Other family / relative(s)"
3187030,38,"Other person(s)"
3187032,40,"Other person(s)"
3187033,37,"My husband, wife or partner"
3187034,37,"My husband, wife or partner"
3187034,38,"Child/children aged 15 or older"
3187037,39,"My husband, wife or partner"
3187038,37,"Other family / relative(s)"
3187040,37,"Other person(s)"
3187041,37,"My husband, wife or partner"
3187041,38,"Child/children aged under 15"
3187042,38,"My husband, wife or partner"
3187042,39,"Child/children aged under 15"
3187043,41,"My husband, wife or partner"
3187045,38,"My husband, wife or partner"
3187048,37,"Other person(s)"
3187049,37,"My husband, wife or partner"
3187050,42,"My husband, wife or partner"
3187051,39,"My husband, wife or partner"
3187052,38,"Other family / relative(s)"
3187054,41,"Other person(s)"
3187055,38,"My husband, wife or partner"
3187055,39,"Other family / relative(s)"
3187056,40,"My husband, wife or partner"
3187057,37,"Other person(s)"
3187058,40,"Other person(s)"
3187060,38,"My husband, wife or partner"
3187062,38,"Other person(s)"
3187063,36,"Other person(s)"
3187064,37,"My husband, wife or partner"
3187065,39,"Other family / relative(s)"
3187066,39,"My husband, wife or partner"
3187067,37,"Other person(s)"
3187069,39,"Other person(s)"
3187070,41,"My husband, wife or partner"
3187070,42,"Child/children aged 15 or older"
3187071,39,"My husband, wife or partner"
3187072,39,"Other person(s)"
3187073,38,"Other family / relative(s)"
3187074,39,"My husband, wife or partner"
3187075,39,"Other family / relative(s)"
3187076,37,"Other person(s)"
3187077,40,"My husband, wife or partner"
3187077,41,"Other family / relative(s)"
3187081,38,"My husband, wife or partner"
3187082,40,"Child/children aged under 15"
3187083,41,"My husband, wife or partner"
3187084,36,"My husband, wife or partner"
3187085,40,"My husband, wife or partner"
3187086,37,"My husband, wife or partner"
3187087,39,"My husband, wife or partner"
3187088,38,"My husband, wife or partner"
3187088,39,"Child/children aged 15 or older"
3187089,41,"My husband, wife or partner"
3187091,45,"My husband, wife or partner"
3187092,42,"My husband, wife or partner"
3187092,43,"Other family / relative(s)"
3187093,40,"My husband, wife or partner"
3187094,38,"My husband, wife or partner"
3187095,37,"My husband, wife or partner"
3187096,41,"Other person(s)"
3187097,39,"Other person(s)"
3187098,38,"Other person(s)"
3187099,39,"My husband, wife or partner"
3187099,40,"Child/children aged under 15"
3187102,37,"Child/children aged under 15"
3187103,38,"Child/children aged under 15"
3187105,39,"My husband, wife or partner"
3187105,40,"Other family / relative(s)"
3187107,38,"My husband, wife or partner"
3187107,39,"Other person(s)"
3187109,46,"My husband, wife or partner"
3187110,38,"My husband, wife or partner"
3187112,37,"Other person(s)"
3187113,37,"My husband, wife or partner"
3187114,38,"Other person(s)"
3187115,39,"My husband, wife or partner"
3187116,39,"My husband, wife or partner"
3187116,40,"Child/children aged 15 or older"
3187116,41,"Other person(s)"
3187119,39,"Other family / relative(s)"
3187120,38,"My husband, wife or partner"
3187121,40,"My husband, wife or partner"
3187121,41,"Other family / relative(s)"
3187122,41,"My husband, wife or partner"
3187122,42,"Other family / relative(s)"
3187122,43,"Other person(s)"
3187123,41,"My husband, wife or partner"
3187123,42,"Child/children aged under 15"
3187123,43,"Other family / relative(s)"
3187123,44,"Other person(s)"
3187124,47,"My husband, wife or partner"
3187129,41,"My husband, wife or partner"
3187129,42,"Other person(s)"
3187130,39,"Child/children aged under 15"
3187131,39,"My husband, wife or partner"
3187132,40,"My husband, wife or partner"
3187134,38,"My husband, wife or partner"
3187134,39,"Child/children aged under 15"
3187134,40,"Other family / relative(s)"
3187135,36,"Other person(s)"
3187139,38,"Other person(s)"
3187140,38,"My husband, wife or partner"
3187142,37,"Other person(s)"
3187143,41,"My husband, wife or partner"
3187143,42,"Child/children aged under 15"
3187143,43,"Other person(s)"
3187145,40,"My husband, wife or partner"
3187147,38,"My husband, wife or partner"
3187147,39,"Child/children aged under 15"
3187148,45,"My husband, wife or partner"
3187148,46,"Other family / relative(s)"
3187150,41,"My husband, wife or partner"
3187151,37,"My husband, wife or partner"
3187152,39,"My husband, wife or partner"
3187152,40,"Other person(s)"
3187153,37,"My husband, wife or partner"
3187153,38,"Child/children aged under 15"
3187154,38,"My husband, wife or partner"
3187155,37,"My husband, wife or partner"
3187155,38,"Other family / relative(s)"
3187156,39,"My husband, wife or partner"
3187157,36,"My husband, wife or partner"
3187157,37,"Child/children aged under 15"
3187158,40,"My husband, wife or partner"
3187160,39,"My husband, wife or partner"
3187160,40,"Other person(s)"
3187161,39,"My husband, wife or partner"
3187161,40,"Other person(s)"
3187162,38,"My husband, wife or partner"
3187162,39,"Child/children aged 15 or older"
3187162,40,"Other family / relative(s)"
3187164,40,"My husband, wife or partner"
3187171,39,"My husband, wife or partner"
3187171,40,"Other person(s)"
3187172,39,"My husband, wife or partner"
3187177,37,"Other family / relative(s)"
3187177,38,"Other person(s)"
3187178,41,"My husband, wife or partner"
3187178,42,"Child/children aged 15 or older"
3187178,43,"Other person(s)"
3187181,40,"My husband, wife or partner"
3187181,41,"Other family / relative(s)"
3187181,42,"Other person(s)"
3187182,36,"Other family / relative(s)"
3187182,37,"Other person(s)"
3187183,40,"My husband, wife or partner"
3187185,42,"My husband, wife or partner"
3187185,43,"Other person(s)"
3187186,40,"My husband, wife or partner"
3187189,40,"My husband, wife or partner"
3187189,41,"Other family / relative(s)"
3187189,42,"Other person(s)"
3187190,37,"My husband, wife or partner"
3187191,41,"Other person(s)"
3187192,39,"Child/children aged 15 or older"
3187193,41,"My husband, wife or partner"
3187194,37,"My husband, wife or partner"
3187194,38,"Child/children aged under 15"
3187194,39,"Other person(s)"
3187195,38,"My husband, wife or partner"
3187196,40,"Child/children aged 15 or older"
3187196,41,"Other person(s)"
3187198,37,"My husband, wife or partner"
3187200,36,"My husband, wife or partner"
3187200,37,"Other person(s)"
3187203,38,"My husband, wife or partner"
3187203,39,"Other family / relative(s)"
3187203,40,"Other person(s)"
3187204,39,"My husband, wife or partner"
3187205,40,"My husband, wife or partner"
3187205,41,"Other person(s)"
3187206,37,"My husband, wife or partner"
3187206,38,"Child/children aged under 15"
3187206,39,"Other family / relative(s)"
3187208,38,"My husband, wife or partner"
3187208,39,"Other family / relative(s)"
3187212,39,"My husband, wife or partner"
3187214,39,"Other family / relative(s)"
3187215,39,"My husband, wife or partner"
3187215,40,"Other person(s)"
3187217,38,"Other person(s)"
3187220,39,"My husband, wife or partner"
